cohort,semester,class,course,registration_date,division,level,admission,Major,passfaildrop,grade,gender,eid,section,Instructor,Instructor type
,Spring 2021,CS3,3130,1/4/2021,U,Lower Senior,Continuing,INFOSCI-BS,Drop,W,M,E10331,S106,T010,PT
,Spring 2021,CS3,3130,12/27/2020,U,2nd Degree,Continuing,COMPSC-BS,Pass,A,M,E10343,S130,T001,PT
,Spring 2021,CS3,3130,11/16/2020,U,Lower Senior,Continuing,COMPSC-BS,Pass,B-,M,E10352,S130,T001,PT
,Spring 2021,CS3,3130,11/16/2020,U,Upper Senior,Continuing,COMPSC-BS,Pass,C,M,E10398,S126,T012,PT
,Spring 2021,CS2,3115,12/19/2020,U,Lower Senior,Continuing,INFOSCI-BS,Pass,A,M,E10419,S119,T112,TT
,Spring 2021,CS3,3130,11/19/2020,U,2nd Degree,Continuing,COMPSC-BS,Pass,B+,M,E10421,S119,T116,TT
A,Spring 2021,CS1,1115,11/4/2020,U,Upper Senior,Continuing,Other,Fail,F,F,E10432,S107,T117,TT
A,Spring 2021,CS1,1115,1/16/2021,U,Upper Senior,Continuing,COMPSC-BS,Drop,WD,M,E10517,S126,T104,TT
A,Spring 2021,CS1,1115,1/7/2021,U,Upper Junior,Continuing,INFOSCI-BS,Fail,D,M,E10520,S121,T101,TT
A,Spring 2021,CS1,1115,12/29/2020,U,Lower Junior,Readmitted,COMPSC-BS,Drop,W,M,E10527,S128,T014,PT
,Spring 2021,CS3,3130,11/16/2020,U,Lower Senior,Continuing,COMPSC-BS,Pass,B-,F,E10545,S126,T012,PT
,Spring 2021,CS2,3115,11/16/2020,U,Upper Senior,Continuing,Other,Drop,W,M,E10551,S106,T013,PT
A,Spring 2021,CS1,1170,12/16/2020,U,Lower Sophomore,Continuing,COMPSC-BS,Drop,WU,M,E10568,S202,T107,TT
A,Spring 2021,CS1,1115,11/16/2020,U,Upper Senior,Continuing,Other,Pass,B,M,E10576,S113,T110,TT
A,Spring 2021,CS1,1115,11/6/2020,U,Upper Senior,Continuing,INFOSCI-BS,Drop,W,M,E10592,S107,T117,TT
,Spring 2021,CS3,3130,11/17/2020,U,Upper Junior,Continuing,COMPSC-BS,Pass,C+,M,E10641,S126,T012,PT
A,Spring 2021,CS1,1115,11/24/2020,U,Lower Junior,0,COMPSC-BS,Fail,F,M,E10651,S105,T010,PT
A,Spring 2021,CS1,1115,2/4/2021,U,Upper Junior,Continuing,INFOSCI-BS,Drop,WU,M,E10667,S115,T117,TT
,Spring 2021,CS3,3130,11/16/2020,U,Upper Senior,Continuing,INFOSCI-BS,Pass,B-,M,E10677,S130,T001,PT
,Spring 2021,CS3,3130,11/17/2020,U,Lower Senior,Continuing,COMPSC-BS,Pass,A-,M,E10720,S126,T012,PT
A,Spring 2021,CS1,1170,11/19/2020,U,Upper Senior,Continuing,Other,Drop,W,M,E10740,S202,T107,TT
,Spring 2021,CS3,3130,11/17/2020,U,Upper Junior,0,COMPSC-BS,Pass,C,M,E10756,S130,T001,PT
A,Spring 2021,CS1,1115,1/18/2021,U,Upper Junior,Continuing,Other,Drop,W,F,E10782,S118,T008,PT
A,Spring 2021,CS1,1170,11/17/2020,U,Lower Junior,Continuing,INFOSCI-BS,Pass,B,M,E10786,S202,T107,TT
,Spring 2021,CS3,3130,1/11/2021,U,Lower Senior,0,COMPSC-BS,Drop,WU,M,E10794,S106,T010,PT
,Spring 2021,CS3,3130,12/23/2020,U,Upper Junior,Continuing,COMPSC-BS,Pass,B-,F,E10815,S106,T010,PT
,Spring 2021,CS2,3115,11/16/2020,U,Upper Senior,Continuing,INFOSCI-BS,Pass,B,M,E10817,S119,T112,TT
,Spring 2021,CS3,3130,11/18/2020,U,Upper Junior,Continuing,COMPSC-BS|INFOSCI-BS,Pass,C+,M,E10830,S106,T010,PT
,Spring 2021,CS3,3130,11/17/2020,U,Lower Senior,Continuing,COMPSC-BS,Pass,B-,M,E10876,S130,T001,PT
A,Spring 2021,CS1,1115,12/20/2020,U,Upper Senior,Continuing,Other,Pass,B-,F,E10887,S118,T008,PT
,Spring 2021,CS3,3130,1/20/2021,U,Lower Junior,0,COMPSC-BS,Drop,W,M,E10889,S106,T010,PT
A,Spring 2021,CS1,1170,1/4/2021,U,Upper Senior,Readmitted,INFOSCI-BS|MULTI-BS,Pass,C,M,E10905,S108,T107,TT
,Spring 2021,CS3,3130,12/10/2020,U,Upper Senior,Continuing,Other,Drop,W,F,E10913,S119,T116,TT
A,Spring 2021,CS1,1170,11/11/2020,U,Upper Senior,Continuing,Other,Drop,W,M,E10915,S108,T107,TT
,Spring 2021,CS3,3130,11/18/2020,U,Upper Senior,Continuing,INFOSCI-BS,Pass,C,M,E10919,S106,T010,PT
A,Spring 2021,CS1,1115,12/15/2020,U,Upper Junior,Continuing,Other,Fail,F,M,E10921,S119,T117,TT
,Spring 2021,CS3,3130,1/23/2021,U,Upper Senior,Continuing,INFOSCI-BS,Drop,W,M,E10931,S119,T116,TT
A,Spring 2021,CS1,1115,12/10/2020,U,Upper Senior,Continuing,Other,Drop,WD,F,E10954,S128,T014,PT
A,Spring 2021,CS1,1170,12/31/2020,U,Upper Senior,Continuing,COMPSC-BS,Pass,A,M,E10959,S108,T107,TT
A,Spring 2021,CS1,1115,1/26/2021,U,Lower Freshman,0,Other,Fail,F,M,E10973,S122,T107,TT
,Spring 2021,CS2,3115,1/12/2021,U,Upper Senior,Continuing,COMPSC-BS,Pass,A-,F,E11037,S103,T012,PT
,Spring 2021,CS2,3115,12/16/2020,U,Upper Junior,Continuing,COMPSC-BS,Pass,B,M,E11052,S103,T012,PT
A,Spring 2021,CS1,1115,1/4/2021,U,Upper Senior,0,Other,Drop,W,M,E11076,S121,T101,TT
A,Spring 2021,CS1,1115,2/1/2021,U,Upper Junior,Continuing,COMPSC-BS,Pass,C,M,E11111,S114,T112,TT
,Spring 2021,CS3,3130,11/30/2020,U,Lower Senior,Continuing,INFOSCI-BS,Pass,C,M,E11114,S106,T010,PT
A,Spring 2021,CS1,1115,12/22/2020,U,Upper Junior,0,COMPSC-BS,Pass,C,F,E11127,S126,T104,TT
,Spring 2021,CS2,3115,2/2/2021,U,Lower Senior,Continuing,COMPSC-BS,Pass,A-,M,E11181,S116,T116,TT
A,Spring 2021,CS1,1115,1/7/2021,U,Upper Junior,Continuing,COMPSC-BS,Fail,F,F,E11186,S128,T014,PT
,Spring 2021,CS3,3130,11/16/2020,U,Lower Senior,Continuing,COMPSC-BS,Pass,A-,M,E11188,S119,T116,TT
A,Spring 2021,CS1,1115,1/2/2021,U,Upper Senior,Continuing,Other,Pass,A,M,E11220,S118,T008,PT
,Spring 2021,CS3,3130,12/24/2020,U,Lower Senior,Continuing,COMPSC-BS,Pass,C,M,E11234,S126,T012,PT
A,Spring 2021,CS1,1115,11/17/2020,U,Lower Senior,Continuing,Other,Pass,C,F,E11249,S113,T110,TT
A,Spring 2021,CS1,1115,2/4/2021,U,Lower Senior,Continuing,Other,Pass,C+,M,E11262,S129,T006,PT
,Spring 2021,CS3,3130,11/16/2020,U,Upper Senior,Continuing,INFOSCI-BS,Pass,C+,M,E11268,S126,T012,PT
A,Spring 2021,CS1,1115,12/19/2020,U,Upper Sophomore,Readmitted,Other,Drop,W,F,E11276,S119,T117,TT
,Spring 2021,CS3,3130,12/31/2020,U,Upper Senior,Continuing,COMPSC-BS,Fail,F,M,E11279,S106,T010,PT
,Spring 2021,CS2,3115,11/17/2020,U,Upper Junior,Continuing,INFOSCI-BS,Drop,WN,M,E11285,S119,T112,TT
,Spring 2021,CS3,3130,11/16/2020,U,Upper Senior,Continuing,COMPSC-BS,Pass,C,F,E11300,S106,T010,PT
,Spring 2021,CS3,3130,11/19/2020,U,Lower Senior,Continuing,INFOSCI-BS,Pass,C,M,E11322,S106,T010,PT
A,Spring 2021,CS1,1115,1/4/2021,U,Upper Senior,Continuing,Other,Pass,A-,F,E11370,S128,T014,PT
A,Spring 2021,CS1,1115,11/16/2020,U,Lower Senior,0,INFOSCI-BS,Pass,C,F,E11387,S113,T110,TT
,Spring 2021,CS3,3130,11/16/2020,U,Upper Senior,Continuing,Other,Pass,A-,M,E11435,S119,T116,TT
A,Spring 2021,CS1,1115,1/2/2021,U,Upper Senior,Continuing,Other,Pass,A-,M,E11483,S118,T008,PT
A,Spring 2021,CS1,1115,11/17/2020,U,Upper Junior,Continuing,Other,Drop,W,F,E11484,S113,T110,TT
,Spring 2021,CS3,3130,11/16/2020,U,Lower Senior,Continuing,COMPSC-BS,Pass,B-,M,E11502,S126,T012,PT
A,Spring 2021,CS1,1115,12/9/2020,U,Upper Senior,Continuing,Other,Drop,WD,F,E11515,S115,T117,TT
A,Spring 2021,CS1,1115,11/19/2020,U,Upper Junior,0,Other,Drop,WD,M,E11520,S102,T006,PT
A,Spring 2021,CS1,1115,11/17/2020,U,Upper Junior,Continuing,MULTI-BS,Drop,W,M,E11530,S107,T117,TT
A,Spring 2021,CS1,1115,11/16/2020,U,Upper Senior,Continuing,Other,Pass,A,F,E11531,S113,T110,TT
A,Spring 2021,CS1,1115,1/19/2021,U,Upper Sophomore,0,COMPSC-BS,Drop,W,F,E11569,S121,T101,TT
A,Spring 2021,CS1,1115,11/17/2020,U,Lower Sophomore,Continuing,UNDECL-BA,Drop,W,F,E11590,S114,T112,TT
A,Spring 2021,CS1,1170,12/3/2020,U,Upper Junior,0,COMPSC-BS,Pass,A-,M,E11603,S202,T107,TT
A,Spring 2021,CS1,1170,11/24/2020,U,Upper Junior,0,COMPSC-BS,Drop,WN,M,E11616,S108,T107,TT
A,Spring 2021,CS1,1115,12/21/2020,U,Lower Senior,Continuing,Other,Pass,B,F,E11639,S114,T112,TT
A,Spring 2021,CS1,1170,12/9/2020,U,Lower Junior,0,COMPSC-BS,Pass,B,M,E11641,S202,T107,TT
,Spring 2021,CS3,3130,11/16/2020,U,Upper Senior,Continuing,MULTI-BS,Pass,B,F,E11651,S130,T001,PT
,Spring 2021,CS3,3130,11/17/2020,U,Lower Senior,Continuing,MULTI-BS,Pass,B,M,E11659,S130,T001,PT
,Spring 2021,CS3,3130,11/16/2020,U,Lower Senior,Continuing,COMPSC-BS,Pass,C,F,E11671,S126,T012,PT
,Spring 2021,CS3,3130,11/17/2020,U,Upper Junior,Continuing,COMPSC-BS,Pass,C,M,E11690,S130,T001,PT
,Spring 2021,CS3,3130,11/17/2020,U,Lower Senior,Continuing,INFOSCI-BS,Pass,A-,M,E11701,S119,T116,TT
A,Spring 2021,CS1,1170,11/18/2020,U,Upper Junior,Continuing,COMPSC-BS,Pass,A,M,E11702,S202,T107,TT
,Spring 2021,CS3,3130,11/17/2020,U,Upper Junior,Continuing,COMPSC-BS,Pass,B-,M,E11703,S126,T012,PT
,Spring 2021,CS3,3130,12/27/2020,U,Lower Senior,Continuing,COMPSC-BS,Pass,A,F,E11716,S130,T001,PT
A,Spring 2021,CS1,1115,12/29/2020,U,Upper Senior,Continuing,Other,Drop,W,F,E11719,S115,T117,TT
A,Spring 2021,CS1,1170,11/4/2020,U,Upper Junior,Continuing,COMPSC-BS,Drop,W,M,E11726,S108,T107,TT
A,Spring 2021,CS1,1115,12/6/2020,U,Lower Junior,Readmitted,COMPSC-BS,Fail,D+,F,E11735,S128,T014,PT
A,Spring 2021,CS1,1115,12/6/2020,U,Upper Junior,Continuing,COMPSC-BS,Pass,C,M,E11747,S125,T104,TT
,Spring 2021,CS3,3130,11/17/2020,U,Lower Junior,Continuing,COMPSC-BS,Pass,B,M,E11753,S130,T001,PT
A,Spring 2021,CS1,1115,11/18/2020,U,Lower Junior,Continuing,Other,Drop,WD,F,E11757,S113,T110,TT
A,Spring 2021,CS1,1170,1/1/2021,U,Upper Junior,0,COMPSC-BS,Pass,B,M,E11758,S202,T107,TT
A,Spring 2021,CS1,1115,11/18/2020,U,Lower Junior,Continuing,Other,Drop,WD,M,E11763,S129,T006,PT
,Spring 2021,CS3,3130,11/17/2020,U,Lower Senior,Continuing,COMPSC-BS,Pass,A-,M,E11771,S119,T116,TT
,Spring 2021,CS3,3130,11/20/2020,U,Lower Junior,Continuing,COMPSC-BS,Pass,B,M,E11774,S119,T116,TT
,Spring 2021,CS3,3130,11/16/2020,U,Upper Senior,Continuing,COMPSC-BS,Pass,B,M,E11781,S126,T012,PT
,Spring 2021,CS3,3130,11/17/2020,U,Upper Junior,Continuing,COMPSC-BS,Pass,B+,M,E11783,S119,T116,TT
,Spring 2021,CS3,3130,11/17/2020,U,Upper Junior,Continuing,COMPSC-BS,Pass,A-,F,E11785,S126,T012,PT
,Spring 2021,CS3,3130,11/17/2020,U,Lower Senior,Continuing,COMPSC-BS,Pass,C,M,E11787,S126,T012,PT
,Spring 2021,CS2,3115,1/7/2021,U,Upper Junior,Continuing,COMPSC-BS,Pass,B,M,E11789,S106,T013,PT
A,Spring 2021,CS1,1115,11/25/2020,U,Lower Junior,Continuing,INFOSCI-BS,Drop,WD,M,E11791,S114,T112,TT
A,Spring 2021,CS1,1115,12/21/2020,U,Lower Junior,Continuing,Other,Pass,A,M,E11797,S115,T117,TT
A,Spring 2021,CS1,1115,1/8/2021,U,Lower Junior,Continuing,COMPSC-BS,Pass,C+,M,E11801,S118,T008,PT
A,Spring 2021,CS1,1115,11/18/2020,U,Lower Junior,Continuing,COMPSC-BS,Fail,F,M,E11837,S114,T112,TT
,Spring 2021,CS3,3130,12/28/2020,U,Lower Senior,0,INFOSCI-BS,Pass,B,M,E11862,S106,T010,PT
,Spring 2021,CS2,3115,11/16/2020,U,Lower Senior,Continuing,Other,Drop,W,M,E11875,S119,T112,TT
,Spring 2021,CS2,3115,12/27/2020,U,Upper Junior,Continuing,COMPSC-BS,Pass,C,M,E11876,S126,T009,PT
,Spring 2021,CS2,3115,11/22/2020,U,Upper Sophomore,Continuing,COMPSC-BS|MULTI-BS,Drop,W,M,E11878,S106,T013,PT
A,Spring 2021,CS1,1115,1/28/2021,U,Lower Freshman,New CUNY,Other,Drop,W,F,E11887,S122,T107,TT
,Spring 2021,CS3,3130,11/16/2020,U,Upper Junior,Continuing,MULTI-BS,Pass,B,F,E11888,S126,T012,PT
,Spring 2021,CS3,3130,11/16/2020,U,Upper Senior,Continuing,COMPSC-BS,Pass,B,M,E11894,S126,T012,PT
A,Spring 2021,CS1,1115,11/16/2020,U,Upper Senior,Continuing,INFOSCI-BS,Pass,C+,M,E11898,S113,T110,TT
A,Spring 2021,CS1,1115,11/16/2020,U,Lower Senior,Continuing,Other,Pass,B+,M,E11912,S113,T110,TT
,Spring 2021,CS3,3130,11/16/2020,U,Upper Junior,Continuing,COMPSC-BS,Drop,W,M,E11913,S119,T116,TT
A,Spring 2021,CS1,1115,11/23/2020,U,Lower Senior,Continuing,MULTI-BS,Fail,C-,F,E11914,S128,T014,PT
A,Spring 2021,CS1,1115,11/17/2020,U,Lower Senior,Continuing,INFOSCI-BS,Pass,C+,F,E11931,S113,T110,TT
,Spring 2021,CS3,3130,1/6/2021,U,Lower Junior,0,COMPSC-BS,Pass,C+,F,E11932,S130,T001,PT
A,Spring 2021,CS1,1115,1/15/2021,U,Lower Senior,Continuing,Other,Drop,W,M,E11936,S126,T104,TT
A,Spring 2021,CS1,1115,11/17/2020,U,Lower Senior,Continuing,Other,Drop,W,F,E11947,S102,T006,PT
,Spring 2021,CS3,3130,11/16/2020,U,Lower Senior,Continuing,INFOSCI-BS,Pass,C,F,E11963,S126,T012,PT
,Spring 2021,CS3,3130,11/17/2020,U,Upper Junior,Continuing,COMPSC-BS,Pass,A-,M,E11971,S130,T001,PT
,Spring 2021,CS3,3130,11/16/2020,U,Upper Senior,Continuing,INFOSCI-BS,Pass,A,M,E11978,S130,T001,PT
,Spring 2021,CS3,3130,11/22/2020,U,Upper Senior,Continuing,Other,Pass,A-,M,E11981,S106,T010,PT
A,Spring 2021,CS1,1115,2/2/2021,U,Upper Junior,Continuing,Other,Drop,W,F,E11982,S122,T107,TT
,Spring 2021,CS3,3130,11/17/2020,U,Lower Senior,Continuing,COMPSC-BS,Pass,A,M,E11988,S119,T116,TT
,Spring 2021,CS3,3130,11/16/2020,U,Upper Senior,Continuing,INFOSCI-BS,Pass,A-,M,E11991,S130,T001,PT
,Spring 2021,CS3,3130,11/17/2020,U,Upper Junior,Continuing,COMPSC-BS,Pass,C+,M,E11999,S130,T001,PT
A,Spring 2021,CS1,1115,1/18/2021,U,Lower Senior,Continuing,Other,Drop,W,M,E12004,S118,T008,PT
,Spring 2021,CS2,3115,11/16/2020,U,Upper Senior,Continuing,Other,Pass,A-,F,E12006,S119,T112,TT
,Spring 2021,CS3,3130,1/6/2021,U,Upper Junior,Continuing,COMPSC-BS,Pass,C+,M,E12011,S126,T012,PT
A,Spring 2021,CS1,1115,11/26/2020,U,Upper Junior,Continuing,Other,Pass,C,F,E12048,S119,T117,TT
,Spring 2021,CS3,3130,11/17/2020,U,Lower Senior,Continuing,COMPSC-BS,Pass,A,M,E12060,S119,T116,TT
,Spring 2021,CS3,3130,11/16/2020,U,Upper Senior,Continuing,COMPSC-BS,Pass,B,M,E12078,S106,T010,PT
A,Spring 2021,CS1,1115,12/7/2020,U,Lower Senior,Continuing,Other,Pass,A,F,E12081,S128,T014,PT
,Spring 2021,CS3,3130,11/17/2020,U,Lower Senior,Continuing,COMPSC-BS,Pass,B+,M,E12085,S130,T001,PT
,Spring 2021,CS3,3130,11/17/2020,U,Upper Junior,Continuing,COMPSC-BS,Pass,B-,M,E12086,S126,T012,PT
,Spring 2021,CS3,3130,11/16/2020,U,Upper Senior,Continuing,COMPSC-BS,Pass,A,F,E12088,S119,T116,TT
A,Spring 2021,CS1,1115,12/3/2020,U,Upper Junior,Continuing,Other,Pass,A-,M,E12093,S128,T014,PT
,Spring 2021,CS3,3130,11/17/2020,U,Upper Junior,Continuing,COMPSC-BS,Pass,B,M,E12097,S119,T116,TT
,Spring 2021,CS2,3115,1/10/2021,U,Lower Junior,Continuing,COMPSC-BS,Pass,B,M,E12099,S116,T116,TT
A,Spring 2021,CS1,1115,11/18/2020,U,Upper Sophomore,Continuing,Other,Pass,B,M,E12125,S129,T006,PT
,Spring 2021,CS3,3130,11/17/2020,U,Upper Junior,Continuing,INFOSCI-BS,Pass,B,F,E12139,S126,T012,PT
,Spring 2021,CS3,3130,11/17/2020,U,Lower Senior,Continuing,INFOSCI-BS,Fail,D,F,E12153,S126,T012,PT
A,Spring 2021,CS1,1115,11/18/2020,U,Upper Sophomore,Continuing,UNDECL-BA,Drop,W,F,E12158,S102,T006,PT
A,Spring 2021,CS1,1115,11/19/2020,U,Lower Sophomore,Continuing,Other,Drop,W,F,E12161,S102,T006,PT
,Spring 2021,CS2,3115,1/17/2021,U,Lower Junior,Continuing,INFOSCI-BS,Pass,C,M,E12165,S106,T013,PT
A,Spring 2021,CS1,1115,12/4/2020,U,Upper Sophomore,Continuing,UNDECL-BA,Fail,F,M,E12168,S115,T117,TT
A,Spring 2021,CS1,1115,1/11/2021,U,Upper Freshman,Continuing,COMPSC-BS,Fail,F,M,E12170,S118,T008,PT
,Spring 2021,CS2,3115,12/31/2020,U,Lower Sophomore,Continuing,UNDECL-BA,Fail,F,M,E12172,S103,T012,PT
A,Spring 2021,CS1,1115,11/19/2020,U,Lower Sophomore,Continuing,UNDECL-BA,Drop,WD,M,E12174,S115,T117,TT
A,Spring 2021,CS1,1115,1/4/2021,U,Upper Sophomore,Continuing,UNDECL-BA,Drop,W,F,E12184,S121,T101,TT
A,Spring 2021,CS1,1115,11/17/2020,U,Lower Senior,Continuing,Other,Pass,A-,F,E12185,S113,T110,TT
,Spring 2021,CS3,3130,11/17/2020,U,Upper Junior,Continuing,COMPSC-BS,Pass,A,M,E12187,S126,T012,PT
A,Spring 2021,CS1,1115,1/29/2021,U,Upper Junior,0,COMPSC-BS,Pass,A,M,E12205,S115,T117,TT
,Spring 2021,CS3,3130,12/18/2020,U,Lower Senior,Continuing,COMPSC-BS,Pass,B+,M,E12207,S119,T116,TT
A,Spring 2021,CS1,1115,11/30/2020,U,Lower Junior,Continuing,UNDECL-BA,Pass,B+,M,E12208,S105,T010,PT
A,Spring 2021,CS1,1115,11/24/2020,U,Lower Senior,0,INFOSCI-BS,Pass,A,F,E12209,S105,T010,PT
A,Spring 2021,CS1,1115,11/17/2020,U,Lower Sophomore,Continuing,UNDECL-BA,Fail,F,F,E12225,S122,T107,TT
,Spring 2021,CS3,3130,1/4/2021,U,Upper Senior,0,INFOSCI-BS,Pass,A-,M,E12245,S130,T001,PT
,Spring 2021,CS3,3130,11/19/2020,U,2nd Degree,Continuing,Other,Pass,B+,F,E12248,S106,T010,PT
A,Spring 2021,CS1,1115,12/14/2020,U,Upper Senior,Continuing,Other,Drop,WU,F,E12255,S119,T117,TT
A,Spring 2021,CS1,1115,1/1/2021,U,Upper Sophomore,Continuing,UNDECL-BA,Drop,W,M,E12274,S121,T101,TT
,Spring 2021,CS3,3130,11/18/2020,U,Upper Sophomore,Continuing,COMPSC-BS,Pass,B+,M,E12283,S119,T116,TT
A,Spring 2021,CS1,1115,1/7/2021,U,Lower Junior,Continuing,Other,Pass,C+,M,E12290,S118,T008,PT
A,Spring 2021,CS1,1115,1/11/2021,U,Upper Sophomore,Continuing,UNDECL-BA,Drop,W,M,E12293,S125,T104,TT
,Spring 2021,CS3,3130,11/17/2020,U,Upper Junior,Continuing,COMPSC-BS,Pass,A+,M,E12301,S130,T001,PT
A,Spring 2021,CS1,1115,11/19/2020,U,Upper Sophomore,0,Other,Drop,W,M,E12314,S102,T006,PT
,Spring 2021,CS3,3130,11/18/2020,U,Lower Junior,Continuing,COMPSC-BS,Pass,C,M,E12319,S106,T010,PT
A,Spring 2021,CS1,1170,12/14/2020,U,Upper Sophomore,0,UNDECL-BA,Pass,C,M,E12326,S202,T107,TT
,Spring 2021,CS3,3130,11/17/2020,U,Upper Sophomore,Continuing,UNDECL-BA,Pass,A-,M,E12332,S119,T116,TT
A,Spring 2021,CS1,1115,11/19/2020,U,Lower Sophomore,Continuing,COMPSC-BS,Fail,F,M,E12336,S102,T006,PT
A,Spring 2021,CS1,1115,11/18/2020,U,Lower Junior,Continuing,MULTI-BS,Pass,B,F,E12342,S114,T112,TT
,Spring 2021,CS3,3130,11/18/2020,U,Lower Junior,Continuing,COMPSC-BS,Pass,B-,M,E12354,S126,T012,PT
A,Spring 2021,CS1,1115,11/25/2020,U,Upper Sophomore,Continuing,UNDECL-BA,Pass,B,M,E12364,S105,T010,PT
A,Spring 2021,CS1,1115,11/17/2020,U,Upper Junior,Continuing,Other,Pass,A,M,E12366,S114,T112,TT
A,Spring 2021,CS1,1115,11/18/2020,U,Lower Junior,Continuing,COMPSC-BS,Pass,A,M,E12367,S102,T006,PT
A,Spring 2021,CS1,1115,1/18/2021,U,Upper Sophomore,Continuing,COMPSC-BS,Pass,B,M,E12368,S129,T006,PT
A,Spring 2021,CS1,1170,11/17/2020,U,Lower Sophomore,Continuing,UNDECL-BA,Fail,F,M,E12369,S202,T107,TT
,Spring 2021,CS3,3130,11/18/2020,U,Lower Junior,Continuing,COMPSC-BS,Drop,W,F,E12373,S106,T010,PT
A,Spring 2021,CS1,1115,11/18/2020,U,Upper Sophomore,Continuing,UNDECL-BA,Fail,F,M,E12379,S114,T112,TT
A,Spring 2021,CS1,1115,1/6/2021,U,Lower Sophomore,0,UNDECL-BA,Fail,F,F,E12396,S125,T104,TT
A,Spring 2021,CS1,1115,11/18/2020,U,Lower Junior,Continuing,COMPSC-BS,Drop,W,M,E12405,S113,T110,TT
,Spring 2021,CS3,3130,11/17/2020,U,Upper Junior,Continuing,COMPSC-BS,Pass,A,M,E12415,S130,T001,PT
,Spring 2021,CS3,3130,11/24/2020,U,Upper Junior,Continuing,MULTI-BS,Pass,C+,M,E12417,S130,T001,PT
A,Spring 2021,CS1,1115,11/17/2020,U,Lower Junior,Continuing,Other,Drop,WU,M,E12423,S114,T112,TT
A,Spring 2021,CS1,1115,11/18/2020,U,Lower Junior,Continuing,Other,Pass,A+,F,E12426,S113,T110,TT
,Spring 2021,CS2,3115,11/18/2020,U,Lower Junior,Continuing,INFOSCI-BS,Pass,C,M,E12437,S106,T013,PT
,Spring 2021,CS2,3115,11/17/2020,U,Lower Senior,Continuing,COMPSC-BS,Pass,A,M,E12439,S106,T013,PT
,Spring 2021,CS3,3130,11/17/2020,U,Lower Senior,Continuing,MULTI-BS,Pass,B,F,E12443,S119,T116,TT
A,Spring 2021,CS1,1115,1/29/2021,U,Lower Junior,0,COMPSC-BS,Drop,W,M,E12448,S118,T008,PT
A,Spring 2021,CS1,1115,1/5/2021,U,Upper Junior,Continuing,Other,Pass,A-,M,E12457,S102,T006,PT
,Spring 2021,CS3,3130,11/17/2020,U,Upper Junior,Continuing,COMPSC-BS,Pass,A-,F,E12463,S106,T010,PT
A,Spring 2021,CS1,1115,11/19/2020,U,Upper Freshman,Continuing,Other,Drop,W,M,E12465,S125,T104,TT
,Spring 2021,CS2,3115,11/17/2020,U,Lower Junior,Continuing,Other,Drop,W,F,E12469,S119,T112,TT
,Spring 2021,CS2,3115,11/18/2020,U,Lower Junior,Continuing,UNDECL-BA,Fail,D,M,E12474,S106,T013,PT
A,Spring 2021,CS1,1115,11/20/2020,U,Lower Sophomore,Continuing,UNDECL-BA,Pass,B,F,E12475,S129,T006,PT
,Spring 2021,CS2,3115,1/3/2021,U,Upper Junior,Continuing,COMPSC-BS,Drop,W,M,E12476,S116,T116,TT
,Spring 2021,CS3,3130,11/25/2020,U,Lower Senior,Continuing,COMPSC-BS,Pass,A,M,E12477,S119,T116,TT
,Spring 2021,CS2,3115,1/7/2021,U,Lower Junior,Continuing,COMPSC-BS,Pass,A,M,E12480,S116,T116,TT
,Spring 2021,CS3,3130,11/17/2020,U,Upper Junior,Continuing,COMPSC-BS,Pass,C+,M,E12482,S119,T116,TT
A,Spring 2021,CS1,1115,1/14/2021,U,Upper Junior,Continuing,Other,Drop,W,M,E12492,S125,T104,TT
A,Spring 2021,CS1,1115,1/25/2021,U,Upper Junior,Continuing,UNDECL-BA,Drop,WD,M,E12498,S129,T006,PT
,Spring 2021,CS2,3115,1/6/2021,U,Lower Junior,Continuing,COMPSC-BS,Fail,F,M,E12505,S116,T116,TT
,Spring 2021,CS2,3115,11/19/2020,U,Upper Junior,Continuing,INFOSCI-BS,Pass,A,M,E12511,S106,T013,PT
,Spring 2021,CS2,3115,11/23/2020,U,Lower Junior,0,COMPSC-BS,Drop,W,F,E12519,S103,T012,PT
,Spring 2021,CS2,3115,11/17/2020,U,Upper Junior,Continuing,Other,Drop,W,F,E12533,S119,T112,TT
A,Spring 2021,CS1,1115,1/1/2021,U,Upper Freshman,Continuing,COMPSC-BS,Pass,B,M,E12548,S118,T008,PT
A,Spring 2021,CS1,1115,12/20/2020,U,Lower Sophomore,Continuing,COMPSC-BS,Drop,W,M,E12549,S115,T117,TT
,Spring 2021,CS3,3130,11/17/2020,U,Upper Junior,Continuing,COMPSC-BS,Pass,C,M,E12559,S126,T012,PT
A,Spring 2021,CS1,1115,11/17/2020,U,Lower Junior,Continuing,Other,Drop,W,F,E12561,S114,T112,TT
A,Spring 2021,CS1,1115,11/17/2020,U,Lower Senior,Continuing,Other,Pass,B-,M,E12568,S129,T006,PT
,Spring 2021,CS2,3115,11/17/2020,U,Upper Junior,Continuing,UNDECL-BA,Pass,A,M,E12569,S126,T009,PT
,Spring 2021,CS2,3115,12/20/2020,U,Lower Senior,Continuing,COMPSC-BS,Pass,B,M,E12571,S106,T013,PT
,Spring 2021,CS2,3115,12/28/2020,U,Lower Senior,Continuing,COMPSC-BS,Pass,B-,F,E12580,S103,T012,PT
A,Spring 2021,CS1,1115,12/11/2020,U,Upper Freshman,Continuing,UNDECL-BA,Fail,F,M,E12581,S119,T117,TT
