cohort,semester,class,course,registration_date,division,level,admission,Major,passfaildrop,grade,gender,eid,section,Instructor,Instructor type
,Spring 2021,CS2,3115,11/22/2020,U,2nd Degree,Continuing,COMPSC-BS,Pass,A-,M,E13145,S103,T012,PT
,Spring 2021,CS3,3130,11/17/2020,U,Upper Senior,Continuing,COMPSC-BS,Pass,A-,F,E13277,S126,T012,PT
A,Spring 2021,CS1,1170,11/4/2020,U,Upper Senior,Continuing,COMPSC-BS,Pass,C+,M,E13136,S108,T107,TT
,Spring 2021,CS2,3115,11/16/2020,U,Upper Senior,Continuing,COMPSC-BS|INFOSCI-BS,Pass,C,M,E13264,S119,T112,TT
A,Spring 2021,CS1,1115,1/7/2021,U,Upper Junior,Continuing,Other,Pass,A,F,E13490,S126,T104,TT
A,Spring 2021,CS1,1115,11/18/2020,U,Upper Sophomore,Continuing,UNDECL-BA,Fail,F,M,E12194,S122,T107,TT
,Spring 2021,CS3,3130,12/17/2020,U,Upper Senior,Continuing,INFOSCI-BS,Pass,B,F,E12910,S106,T010,PT
,Spring 2021,CS3,3130,11/16/2020,U,Upper Senior,Continuing,COMPSC-BS,Drop,W,M,E10486,S126,T012,PT
,Spring 2021,CS2,3115,2/4/2021,U,Lower Junior,Continuing,COMPSC-BS,Fail,F,M,E12707,S116,T116,TT
A,Spring 2021,CS1,1170,12/21/2020,U,Upper Junior,0,COMPSC-BS,Pass,A,M,E12762,S202,T107,TT
,Spring 2021,CS3,3130,1/13/2021,U,Upper Junior,0,INFOSCI-BS,Pass,A,M,E12761,S119,T116,TT
A,Spring 2021,CS1,1115,12/22/2020,U,Lower Freshman,Continuing,COMPSC-BS,Pass,B,M,E13270,S126,T104,TT
,Spring 2021,CS2,3115,11/16/2020,U,Lower Senior,0,COMPSC-BS,Pass,A,M,E10447,S119,T112,TT
A,Spring 2021,CS1,1115,12/17/2020,U,Lower Sophomore,0,COMPSC-BS,Fail,F,F,E13476,S119,T117,TT
A,Spring 2021,CS1,1115,11/23/2020,U,Upper Senior,Continuing,INFOSCI-BS,Drop,W,F,E13094,S113,T110,TT
,Spring 2021,CS2,3115,11/16/2020,U,Upper Senior,0,COMPSC-BS,Pass,A,M,E10019,S116,T116,TT
A,Spring 2021,CS1,1115,1/20/2021,U,Lower Senior,0,COMPSC-BS,Pass,A-,M,E10214,S121,T101,TT
A,Spring 2021,CS1,1115,1/19/2021,U,Upper Senior,0,COMPSC-BS,Pass,A,M,E13580,S122,T107,TT
,Spring 2021,CS3,3130,1/4/2021,U,Upper Senior,0,COMPSC-BS,Pass,B-,M,E12782,S126,T012,PT
,Spring 2021,CS3,3130,11/16/2020,U,Upper Senior,Continuing,INFOSCI-BS,Pass,A-,M,E10393,S130,T001,PT
,Spring 2021,CS3,3130,1/4/2021,U,Upper Senior,0,COMPSC-BS,Pass,B-,F,E12394,S106,T010,PT
,Spring 2021,CS3,3130,12/29/2020,U,Upper Junior,Continuing,COMPSC-BS,Pass,B+,M,E12150,S119,T116,TT
,Spring 2021,CS3,3130,11/17/2020,U,Upper Junior,Continuing,Other,Pass,A+,M,E12880,S126,T012,PT
,Spring 2021,CS3,3130,11/17/2020,U,Upper Senior,Continuing,COMPSC-BS,Pass,B,M,E11704,S119,T116,TT
,Spring 2021,CS2,3115,11/16/2020,U,Upper Senior,Continuing,COMPSC-BS,Pass,B-,M,E10093,S119,T112,TT
,Spring 2021,CS2,3115,11/16/2020,U,Upper Senior,Continuing,Other,Drop,W,F,E11732,S106,T013,PT
,Spring 2021,CS3,3130,11/17/2020,U,Lower Junior,Continuing,COMPSC-BS,Pass,A+,M,E13173,S126,T012,PT
A,Spring 2021,CS1,1115,12/28/2020,U,Upper Junior,Continuing,Other,Drop,WU,M,E13257,S119,T117,TT
A,Spring 2021,CS1,1115,12/28/2020,U,Upper Senior,Continuing,Other,Pass,C,F,E10073,S122,T107,TT
,Fall 2021,CS3,3130,4/14/2021,U,Lower Senior,0,Other,Drop,W,F,E10032,S106,T010,PT
B,Fall 2021,CS1,1115,8/11/2021,G,Upper Junior,0,COMPSC-BS,Drop,W,F,E10410,S102,T006,PT
B,Fall 2021,CS1,1115,4/27/2021,U,Upper Senior,Continuing,COMPSC-BS,Fail,F,M,E10437,S114,T117,TT
,Fall 2021,CS3,3130,8/18/2021,U,Lower Junior,0,COMPSC-BS,Fail,F,M,E10452,S106,T010,PT
B,Fall 2021,CS1,1170,6/28/2021,U,Upper Junior,0,COMPSC-BS,Pass,B,M,E10792,S202,T107,TT
B,Fall 2021,CS1,1170,6/1/2021,U,Lower Senior,Continuing,COMPSC-BS,Drop,WU,M,E11367,S202,T107,TT
B,Fall 2021,CS1,1170,4/7/2021,U,Upper Senior,0,Other,Pass,A,M,E11430,S202,T107,TT
B,Fall 2021,CS1,1115,6/25/2021,U,Upper Junior,0,INFOSCI-BS,Pass,A,M,E11759,S102,T006,PT
C,Fall 2021,CS2,3115,6/1/2021,U,Upper Junior,0,COMPSC-BS,Pass,A-,M,E11943,S116,T116,TT
B,Fall 2021,CS1,1115,7/26/2021,U,Upper Junior,Readmitted,Other,Drop,W,F,E12013,S121,T101,TT
B,Fall 2021,CS1,1115,7/26/2021,U,Lower Sophomore,0,COMPSC-BS,Drop,W,M,E12152,S121,T101,TT
B,Fall 2021,CS1,1115,8/16/2021,U,Upper Junior,0,COMPSC-BS,Pass,C,M,E12180,S128,T102,TT
B,Fall 2021,CS1,1115,8/19/2021,U,Lower Sophomore,0,COMPSC-BS,Drop,W,M,E12251,S115,T112,TT
B,Fall 2021,CS1,1115,8/1/2021,U,Lower Junior,0,COMPSC-BS,Pass,C+,M,E12280,S102,T006,PT
B,Fall 2021,CS1,1115,6/2/2021,U,Upper Junior,0,COMPSC-BS,Pass,C,F,E12328,S121,T101,TT
B,Fall 2021,CS1,1115,6/10/2021,U,Upper Sophomore,0,COMPSC-BS,Drop,W,F,E12330,S114,T117,TT
B,Fall 2021,CS1,1115,7/29/2021,U,Upper Junior,0,COMPSC-BS,Pass,A,M,E12349,S121,T101,TT
B,Fall 2021,CS1,1170,5/6/2021,U,Upper Junior,0,COMPSC-BS,Drop,WD,M,E12399,S202,T107,TT
B,Fall 2021,CS1,1170,7/7/2021,U,Upper Senior,0,COMPSC-BS,Pass,A,M,E12541,S202,T107,TT
B,Fall 2021,CS1,1115,6/10/2021,U,Lower Junior,0,INFOSCI-BS,Drop,W,M,E12550,S126,T013,PT
B,Fall 2021,CS1,1115,7/13/2021,U,Upper Sophomore,0,COMPSC-BS,Pass,A,M,E12562,S105,T010,PT
C,Fall 2021,CS2,3115,8/25/2021,U,Upper Junior,0,COMPSC-BS,Pass,C,M,E12588,S103,T105,TT
C,Fall 2021,CS2,3115,8/21/2021,U,Lower Junior,0,COMPSC-BS|UNDECL-BA,Pass,C,F,E12616,S106,T009,PT
B,Fall 2021,CS1,1115,7/22/2021,U,Lower Sophomore,0,UNDECL-BA,Pass,C,M,E12842,S114,T117,TT
B,Fall 2021,CS1,1115,5/17/2021,U,Upper Sophomore,0,COMPSC-BS,Pass,C,M,E12870,S118,T111,TT
B,Fall 2021,CS1,1115,8/4/2021,G,Lower Freshman,0,Other,Drop,W,F,E10003,S121,T101,TT
B,Fall 2021,CS1,1170,5/20/2021,G,Upper Senior,Readmitted,COMPSC-BS,Pass,C+,F,E10004,S202,T107,TT
B,Fall 2021,CS1,1115,8/12/2021,U,Upper Junior,Readmitted,Other,Fail,F,F,E10231,S105,T010,PT
,Fall 2021,CS3,3130,4/6/2021,U,Upper Senior,0,COMPSC-BS,Fail,FIN,M,E10493,S126,T113,TT
C,Fall 2021,CS2,3115,8/19/2021,U,Upper Junior,0,UNDECL-BA,Pass,B+,M,E10537,S126,T102,TT
B,Fall 2021,CS1,1170,4/14/2021,U,Upper Senior,0,COMPSC-BS,Pass,A,M,E10563,S202,T107,TT
B,Fall 2021,CS1,1115,8/24/2021,U,Lower Junior,0,Other,Fail,F,M,E10585,S120,T012,PT
C,Fall 2021,CS2,3115,4/19/2021,U,2nd Degree,0,COMPSC-BS,Drop,W,F,E10615,S116,T116,TT
,Fall 2021,CS3,3130,8/9/2021,U,Upper Senior,0,INFOSCI-BS,Drop,WD,M,E10807,S126,T113,TT
B,Fall 2021,CS1,1115,7/21/2021,U,Upper Senior,0,COMPSC-BS,Pass,A+,M,E11030,S102,T006,PT
B,Fall 2021,CS1,1115,6/30/2021,U,Lower Freshman,0,Other,Pass,A-,F,E11040,S102,T006,PT
B,Fall 2021,CS1,1115,7/26/2021,U,Upper Senior,0,COMPSC-BS,Drop,W,M,E11115,S121,T101,TT
,Fall 2021,CS3,3130,6/11/2021,U,Lower Senior,0,INFOSCI-BS,Drop,WD,M,E11529,S119,T117,TT
,Fall 2021,CS3,3130,7/21/2021,U,Upper Senior,0,INFOSCI-BS,Pass,B,M,E11586,S119,T117,TT
C,Fall 2021,CS2,3115,5/25/2021,U,Lower Junior,0,COMPSC-BS,Pass,B,M,E11610,S103,T105,TT
,Fall 2021,CS3,3130,8/27/2021,U,Upper Junior,0,COMPSC-BS,Drop,WA,M,E11650,S119,T117,TT
B,Fall 2021,CS1,1115,4/7/2021,U,Upper Junior,0,Other,Fail,F,F,E11907,S102,T006,PT
C,Fall 2021,CS2,3115,8/26/2021,U,Lower Junior,0,COMPSC-BS,Drop,W,F,E11977,S106,T009,PT
C,Fall 2021,CS2,3115,8/4/2021,U,Lower Junior,0,Other,Pass,B,M,E11987,S116,T116,TT
,Fall 2021,CS3,3130,4/12/2021,U,Upper Junior,0,COMPSC-BS,Drop,W,M,E12028,S106,T010,PT
B,Fall 2021,CS1,1115,6/21/2021,U,Upper Freshman,0,UNDECL-BA,Drop,W,M,E12064,S128,T102,TT
C,Fall 2021,CS2,3115,7/14/2021,U,Lower Sophomore,0,COMPSC-BS,Fail,D,M,E12067,S126,T102,TT
B,Fall 2021,CS1,1115,7/8/2021,U,Lower Junior,0,INFOSCI-BS,Drop,WA,F,E12143,S115,T112,TT
B,Fall 2021,CS1,1115,4/12/2021,U,Upper Freshman,0,UNDECL-BA,Fail,FIN,M,E12144,S131,T113,TT
,Fall 2021,CS3,3130,5/11/2021,U,Upper Junior,0,COMPSC-BS,Drop,WD,F,E12201,S119,T117,TT
B,Fall 2021,CS1,1115,7/8/2021,U,Lower Junior,Readmitted,COMPSC-BS,Pass,A,F,E12219,S121,T101,TT
B,Fall 2021,CS1,1170,4/23/2021,U,Lower Senior,0,INFOSCI-BS,Fail,F,M,E12243,S202,T107,TT
B,Fall 2021,CS1,1115,8/3/2021,U,Upper Freshman,0,COMPSC-BS,Drop,WU,M,E12288,S102,T006,PT
B,Fall 2021,CS1,1170,4/22/2021,U,Upper Junior,0,COMPSC-BS,Drop,W,M,E12313,S202,T107,TT
B,Fall 2021,CS1,1115,6/8/2021,U,Lower Freshman,0,COMPSC-BS,Drop,WA,M,E12466,S114,T117,TT
,Fall 2021,CS3,3130,5/6/2021,U,Upper Junior,0,MULTI-BS,Pass,B-,M,E12481,S119,T117,TT
B,Fall 2021,CS1,1170,4/30/2021,U,Lower Junior,0,COMPSC-BS,Drop,W,M,E12643,S202,T107,TT
B,Fall 2021,CS1,1170,8/31/2021,U,Upper Senior,0,COMPSC-BS,Pass,A,F,E12661,S202,T107,TT
B,Fall 2021,CS1,1115,6/14/2021,U,Upper Freshman,0,COMPSC-BS,Drop,W,F,E12727,S126,T013,PT
C,Fall 2021,CS2,3115,8/2/2021,U,Lower Sophomore,0,COMPSC-BS,Drop,WU,M,E12781,S103,T105,TT
B,Fall 2021,CS1,1115,6/3/2021,U,Lower Junior,0,Other,Drop,W,F,E12794,S121,T101,TT
,Fall 2021,CS3,3130,8/12/2021,U,Lower Junior,0,COMPSC-BS,Pass,C,M,E12832,S130,T014,PT
,Fall 2021,CS3,3130,4/7/2021,U,Upper Sophomore,0,UNDECL-BA,Pass,C,M,E12879,S106,T010,PT
C,Fall 2021,CS2,3115,6/21/2021,U,Upper Sophomore,0,COMPSC-BS,Pass,B,M,E12900,S103,T105,TT
B,Fall 2021,CS1,1115,7/29/2021,U,Lower Sophomore,0,COMPSC-BS,Fail,F,M,E12918,S128,T102,TT
B,Fall 2021,CS1,1115,4/19/2021,U,Upper Sophomore,0,UNDECL-BA,Drop,W,M,E12944,S115,T112,TT
B,Fall 2021,CS1,1115,8/12/2021,U,Lower Sophomore,0,Other,Drop,W,M,E12947,S105,T010,PT
B,Fall 2021,CS1,1115,8/5/2021,U,Lower Sophomore,0,COMPSC-BS,Pass,C,M,E13024,S121,T101,TT
B,Fall 2021,CS1,1115,4/26/2021,U,Lower Junior,0,COMPSC-BS,Drop,W,M,E13091,S126,T013,PT
B,Fall 2021,CS1,1115,5/5/2021,U,Upper Freshman,0,INFOSCI-BS,Drop,W,M,E13093,S129,T006,PT
B,Fall 2021,CS1,1115,4/9/2021,U,Lower Sophomore,0,UNDECL-BA,Pass,A-,M,E13106,S115,T112,TT
B,Fall 2021,CS1,1115,6/14/2021,U,Upper Freshman,0,COMPSC-BS,Drop,WD,M,E13166,S126,T013,PT
B,Fall 2021,CS1,1115,5/4/2021,U,Lower Freshman,0,COMPSC-BS,Drop,WU,M,E13170,S120,T012,PT
B,Fall 2021,CS1,1115,7/20/2021,U,Lower Freshman,0,COMPSC-BS,Drop,W,M,E13201,S126,T013,PT
B,Fall 2021,CS1,1115,5/6/2021,U,Upper Freshman,0,COMPSC-BS,Pass,C+,M,E13205,S131,T113,TT
B,Fall 2021,CS1,1115,6/3/2021,U,Lower Freshman,0,COMPSC-BS,Fail,F,M,E13206,S129,T006,PT
B,Fall 2021,CS1,1115,6/3/2021,U,Upper Freshman,0,COMPSC-BS,Pass,B,M,E13209,S118,T111,TT
B,Fall 2021,CS1,1115,5/6/2021,U,Lower Freshman,0,COMPSC-BS,Fail,F,M,E13211,S114,T117,TT
B,Fall 2021,CS1,1115,5/19/2021,U,Upper Freshman,0,COMPSC-BS,Pass,A+,F,E13241,S126,T013,PT
B,Fall 2021,CS1,1115,5/19/2021,U,Lower Sophomore,0,COMPSC-BS,Pass,A,F,E13403,S118,T111,TT
B,Fall 2021,CS1,1115,4/6/2021,U,Upper Freshman,0,UNDECL-BA,Pass,C,M,E13425,S120,T012,PT
B,Fall 2021,CS1,1115,7/7/2021,U,Lower Freshman,0,UNDECL-BA,Drop,W,M,E13431,S105,T010,PT
B,Fall 2021,CS1,1115,5/3/2021,U,Lower Sophomore,0,UNDECL-BA,Pass,A-,M,E13435,S131,T113,TT
B,Fall 2021,CS1,1115,8/24/2021,U,Lower Freshman,0,Other,Fail,F,M,E13437,S122,T107,TT
B,Fall 2021,CS1,1115,5/3/2021,U,Lower Freshman,0,INFOSCI-BS,Fail,F,M,E13438,S131,T113,TT
B,Fall 2021,CS1,1115,7/27/2021,U,Upper Freshman,0,COMPSC-BS,Pass,B+,F,E13506,S128,T102,TT
B,Fall 2021,CS1,1115,4/21/2021,U,Upper Freshman,0,COMPSC-BS,Drop,W,M,E13533,S121,T101,TT
B,Fall 2021,CS1,1115,5/24/2021,U,Upper Freshman,0,COMPSC-BS,Pass,C,M,E13534,S120,T012,PT
B,Fall 2021,CS1,1115,7/26/2021,U,Lower Sophomore,Readmitted,COMPSC-BS,Pass,A,M,E12823,S105,T010,PT
B,Fall 2021,CS1,1115,7/12/2021,U,Lower Junior,0,COMPSC-BS,Drop,W,M,E12894,S129,T006,PT
B,Fall 2021,CS1,1115,5/19/2021,U,Lower Freshman,0,COMPSC-BS,Fail,F,F,E13525,S126,T013,PT
B,Fall 2021,CS1,1115,5/3/2021,U,Upper Freshman,0,COMPSC-BS,Drop,W,M,E13280,S120,T012,PT
C,Fall 2021,CS2,3115,7/19/2021,U,Upper Senior,0,COMPSC-BS,Pass,A+,M,E13667,S106,T009,PT
B,Fall 2021,CS1,1115,8/3/2021,U,Lower Sophomore,0,COMPSC-BS,Pass,A,F,E13184,S121,T101,TT
B,Fall 2021,CS1,1115,5/5/2021,U,Lower Sophomore,0,UNDECL-BA,Pass,A+,M,E13530,S131,T113,TT
B,Fall 2021,CS1,1115,5/19/2021,U,Lower Sophomore,0,COMPSC-BS,Drop,W,M,E13169,S129,T006,PT
B,Fall 2021,CS1,1115,8/17/2021,U,Upper Sophomore,0,COMPSC-BS,Pass,A,M,E13665,S122,T107,TT
B,Fall 2021,CS1,1115,5/6/2021,U,Upper Freshman,0,COMPSC-BS,Pass,B,M,E13284,S120,T012,PT
B,Fall 2021,CS1,1115,7/12/2021,U,Lower Junior,0,COMPSC-BS,Fail,C-,M,E11148,S105,T010,PT
B,Fall 2021,CS1,1115,6/16/2021,U,Upper Freshman,0,COMPSC-BS,Pass,B,F,E13659,S128,T102,TT
B,Fall 2021,CS1,1115,4/8/2021,U,Upper Freshman,0,COMPSC-BS,Pass,A,M,E13483,S115,T112,TT
B,Fall 2021,CS1,1115,7/19/2021,U,Lower Sophomore,0,COMPSC-BS,Pass,B-,M,E13413,S128,T102,TT
B,Fall 2021,CS1,1115,7/15/2021,U,Lower Sophomore,0,COMPSC-BS,Pass,B+,M,E13680,S105,T010,PT
B,Fall 2021,CS1,1115,5/19/2021,U,Upper Freshman,0,COMPSC-BS,Pass,B-,T,E13658,S120,T012,PT
B,Fall 2021,CS1,1115,5/10/2021,U,Upper Freshman,0,COMPSC-BS,Pass,A-,M,E13638,S126,T013,PT
B,Fall 2021,CS1,1115,6/8/2021,U,Upper Freshman,0,COMPSC-BS,Drop,W,M,E13154,S129,T006,PT
B,Fall 2021,CS1,1115,4/12/2021,U,Lower Freshman,0,COMPSC-BS,Drop,W,T,E13617,S102,T006,PT
B,Fall 2021,CS1,1115,5/26/2021,U,Upper Freshman,0,COMPSC-BS,Fail,F,M,E13182,S126,T013,PT
B,Fall 2021,CS1,1115,6/10/2021,U,Lower Sophomore,0,COMPSC-BS,Pass,A,M,E13673,S114,T117,TT
B,Fall 2021,CS1,1170,7/8/2021,U,Lower Junior,0,COMPSC-BS,Fail,F,M,E12891,S202,T107,TT
B,Fall 2021,CS1,1115,7/7/2021,U,Lower Freshman,0,COMPSC-BS,Pass,A-,M,E13574,S128,T102,TT
B,Fall 2021,CS1,1115,4/6/2021,U,Upper Freshman,0,UNDECL-BA,Pass,B,F,E13236,S114,T117,TT
B,Fall 2021,CS1,1115,6/29/2021,U,Lower Sophomore,0,COMPSC-BS,Pass,B,M,E13239,S122,T107,TT
B,Fall 2021,CS1,1115,5/12/2021,U,Upper Senior,0,COMPSC-BS,Pass,A,F,E13266,S102,T006,PT
B,Fall 2021,CS1,1115,6/16/2021,U,Upper Freshman,0,UNDECL-BA,Pass,A-,M,E13584,S118,T111,TT
B,Fall 2021,CS1,1115,5/12/2021,U,Upper Freshman,0,COMPSC-BS,Drop,W,M,E13190,S131,T113,TT
B,Fall 2021,CS1,1115,4/15/2021,U,Upper Freshman,Continuing,COMPSC-BS,Pass,B-,F,E12700,S115,T112,TT
C,Fall 2021,CS2,3115,8/10/2021,U,Upper Sophomore,0,COMPSC-BS,Pass,B,M,E13191,S116,T116,TT
B,Fall 2021,CS1,1115,8/10/2021,U,Upper Freshman,0,COMPSC-BS,Pass,A,M,E13604,S121,T101,TT
B,Fall 2021,CS1,1115,4/6/2021,U,Upper Freshman,0,COMPSC-BS,Pass,A,F,E13418,S118,T111,TT
B,Fall 2021,CS1,1115,6/14/2021,U,Lower Sophomore,0,Other,Fail,D,M,E13192,S122,T107,TT
C,Fall 2021,CS2,3115,8/16/2021,U,Upper Sophomore,0,UNDECL-BA,Pass,A,M,E13600,S103,T105,TT
B,Fall 2021,CS1,1115,6/11/2021,U,Upper Freshman,0,COMPSC-BS,Pass,A,M,E13281,S118,T111,TT
B,Fall 2021,CS1,1115,5/24/2021,U,Upper Freshman,0,COMPSC-BS,Pass,B,M,E13247,S118,T111,TT
B,Fall 2021,CS1,1115,6/4/2021,U,Upper Freshman,0,COMPSC-BS,Pass,C,M,E13396,S120,T012,PT
B,Fall 2021,CS1,1115,5/4/2021,U,Lower Freshman,0,COMPSC-BS,Drop,W,M,E13421,S115,T112,TT
C,Fall 2021,CS2,3115,4/7/2021,U,Upper Senior,0,INFOSCI-BS,Pass,A-,F,E12961,S119,T112,TT
C,Fall 2021,CS2,3115,8/20/2021,U,Upper Senior,0,COMPSC-BS,Pass,A,M,E13097,S106,T009,PT
B,Fall 2021,CS1,1115,8/27/2021,U,Upper Sophomore,0,COMPSC-BS,Pass,C,F,E13526,S128,T102,TT
B,Fall 2021,CS1,1115,5/4/2021,U,Upper Freshman,0,COMPSC-BS,Fail,F,M,E13539,S120,T012,PT
B,Fall 2021,CS1,1115,7/8/2021,U,Upper Freshman,0,COMPSC-BS,Pass,C,M,E13661,S128,T102,TT
B,Fall 2021,CS1,1115,6/10/2021,U,Lower Freshman,0,COMPSC-BS,Drop,WU,F,E13159,S114,T117,TT
B,Fall 2021,CS1,1115,7/1/2021,U,Lower Senior,0,COMPSC-BS,Pass,B+,F,E11269,S121,T101,TT
,Fall 2021,CS3,3130,6/17/2021,U,Upper Junior,0,INFOSCI-BS,Drop,W,M,E12169,S130,T014,PT
B,Fall 2021,CS1,1115,5/10/2021,U,Upper Freshman,New Transfer,COMPSC-BS,Pass,A,M,E13586,S118,T111,TT
B,Fall 2021,CS1,1115,6/16/2021,U,Upper Freshman,0,Other,Pass,A,M,E13547,S118,T111,TT
B,Fall 2021,CS1,1115,6/23/2021,U,Upper Freshman,0,UNDECL-BA,Pass,A-,M,E13419,S120,T012,PT
B,Fall 2021,CS1,1115,6/14/2021,U,Lower Freshman,0,COMPSC-BS,Drop,W,M,E13676,S114,T117,TT
B,Fall 2021,CS1,1115,6/23/2021,U,Upper Freshman,0,COMPSC-BS,Drop,W,M,E13422,S128,T102,TT
B,Fall 2021,CS1,1115,8/5/2021,U,Upper Freshman,0,UNDECL-BA,Pass,B+,F,E13581,S121,T101,TT
B,Fall 2021,CS1,1115,5/26/2021,U,Upper Freshman,0,COMPSC-BS,Pass,C,M,E13420,S114,T117,TT
C,Fall 2021,CS2,3115,8/24/2021,U,Lower Sophomore,0,COMPSC-BS,Pass,A+,M,E13546,S106,T009,PT
B,Fall 2021,CS1,1115,5/5/2021,U,Upper Freshman,0,COMPSC-BS,Pass,B,M,E13412,S114,T117,TT
B,Fall 2021,CS1,1115,7/24/2021,U,Upper Freshman,0,COMPSC-BS,Pass,C+,F,E13670,S105,T010,PT
B,Fall 2021,CS1,1115,7/21/2021,U,Upper Freshman,0,UNDECL-BA,Pass,A,M,E13648,S129,T006,PT
B,Fall 2021,CS1,1115,4/13/2021,U,Lower Freshman,0,Other,Fail,F,M,E13668,S113,T110,TT
B,Fall 2021,CS1,1115,5/5/2021,U,Upper Freshman,0,COMPSC-BS,Pass,C+,F,E13622,S131,T113,TT
B,Fall 2021,CS1,1115,4/7/2021,U,Upper Freshman,0,UNDECL-BA,Pass,A-,M,E13397,S113,T110,TT
B,Fall 2021,CS1,1115,8/25/2021,U,Lower Junior,0,Other,Drop,W,M,E13129,S122,T107,TT
B,Fall 2021,CS1,1115,8/12/2021,U,Upper Junior,0,COMPSC-BS,Pass,B+,M,E13607,S113,T110,TT
B,Fall 2021,CS1,1115,4/6/2021,U,Upper Freshman,0,COMPSC-BS,Pass,A+,M,E13555,S131,T113,TT
B,Fall 2021,CS1,1115,5/24/2021,U,Upper Senior,0,INFOSCI-BS,Pass,A,F,E10345,S129,T006,PT
B,Fall 2021,CS1,1115,6/28/2021,U,Upper Freshman,0,COMPSC-BS,Drop,W,F,E13402,S114,T117,TT
B,Fall 2021,CS1,1115,6/16/2021,U,Lower Freshman,0,COMPSC-BS,Drop,W,M,E13640,S118,T111,TT
B,Fall 2021,CS1,1115,4/8/2021,U,Upper Freshman,0,UNDECL-BA,Pass,B-,M,E13238,S131,T113,TT
B,Fall 2021,CS1,1115,7/7/2021,U,Upper Freshman,0,COMPSC-BS,Pass,C,M,E13652,S128,T102,TT
B,Fall 2021,CS1,1115,8/12/2021,U,Lower Freshman,New CUNY,Other,Pass,A,F,E13076,S121,T101,TT
B,Fall 2021,CS1,1115,8/24/2021,U,Upper Freshman,0,COMPSC-BS,Drop,W,M,E13135,S126,T013,PT
B,Fall 2021,CS1,1115,4/8/2021,U,Upper Freshman,0,COMPSC-BS,Pass,C+,M,E13196,S131,T113,TT
B,Fall 2021,CS1,1115,4/7/2021,U,Upper Freshman,0,Other,Pass,C+,F,E13203,S131,T113,TT
B,Fall 2021,CS1,1115,5/24/2021,U,Lower Freshman,0,UNDECL-BA,Drop,WU,M,E13208,S114,T117,TT
B,Fall 2021,CS1,1115,5/6/2021,U,Lower Freshman,0,Other,Drop,W,M,E13212,S120,T012,PT
B,Fall 2021,CS1,1115,5/26/2021,U,Upper Freshman,0,Other,Drop,W,M,E13215,S129,T006,PT
B,Fall 2021,CS1,1115,6/14/2021,U,Upper Freshman,0,COMPSC-BS,Pass,B-,M,E13229,S118,T111,TT
B,Fall 2021,CS1,1115,7/7/2021,U,Upper Freshman,0,COMPSC-BS,Pass,B,M,E13242,S105,T010,PT
B,Fall 2021,CS1,1115,5/10/2021,U,Lower Sophomore,0,COMPSC-BS,Pass,B,M,E13255,S114,T117,TT
B,Fall 2021,CS1,1115,6/16/2021,U,Upper Freshman,0,Other,Pass,C,M,E13269,S128,T102,TT
B,Fall 2021,CS1,1115,6/8/2021,U,Upper Freshman,0,UNDECL-BA,Drop,W,M,E13416,S126,T013,PT
B,Fall 2021,CS1,1115,7/1/2021,U,Upper Freshman,0,COMPSC-BS,Pass,A,M,E13417,S121,T101,TT
B,Fall 2021,CS1,1115,4/14/2021,U,Upper Freshman,0,COMPSC-BS,Pass,C,M,E13423,S122,T107,TT
B,Fall 2021,CS1,1115,6/4/2021,U,Lower Freshman,0,COMPSC-BS,Drop,W,M,E13428,S126,T013,PT
B,Fall 2021,CS1,1115,5/12/2021,U,Lower Sophomore,0,Other,Drop,W,M,E13436,S129,T006,PT
B,Fall 2021,CS1,1115,7/19/2021,U,Upper Freshman,0,UNDECL-BA,Fail,F,M,E13497,S122,T107,TT
B,Fall 2021,CS1,1115,8/30/2021,U,Lower Sophomore,0,Other,Pass,A+,F,E13509,S126,T013,PT
B,Fall 2021,CS1,1115,4/13/2021,U,Lower Freshman,0,UNDECL-BA,Drop,W,F,E13519,S131,T113,TT
B,Fall 2021,CS1,1170,5/5/2021,U,Upper Junior,0,COMPSC-BS,Fail,F,M,E12404,S202,T107,TT
B,Fall 2021,CS1,1115,5/12/2021,U,Upper Freshman,0,MULTI-BS,Fail,F,F,E13195,S114,T117,TT
B,Fall 2021,CS1,1115,6/7/2021,U,Lower Freshman,0,COMPSC-BS,Fail,FIN,M,E13294,S120,T012,PT
B,Fall 2021,CS1,1115,8/2/2021,U,Upper Junior,0,INFOSCI-BS,Fail,D+,F,E12919,S105,T010,PT
B,Fall 2021,CS1,1115,5/10/2021,U,Upper Freshman,0,COMPSC-BS,Pass,C,M,E13551,S120,T012,PT
B,Fall 2021,CS1,1115,5/26/2021,U,Lower Freshman,0,Other,Drop,W,M,E13562,S114,T117,TT
B,Fall 2021,CS1,1115,4/7/2021,U,Upper Freshman,0,COMPSC-BS,Fail,D-,M,E13188,S120,T012,PT
B,Fall 2021,CS1,1115,5/4/2021,U,Lower Sophomore,0,COMPSC-BS,Pass,C,M,E13628,S120,T012,PT
B,Fall 2021,CS1,1115,6/10/2021,U,Lower Freshman,0,COMPSC-BS,Drop,WU,M,E13543,S114,T117,TT
B,Fall 2021,CS1,1115,7/20/2021,U,Lower Junior,0,COMPSC-BS,Pass,A-,M,E12665,S128,T102,TT
B,Fall 2021,CS1,1115,7/21/2021,U,Upper Freshman,0,COMPSC-BS,Pass,C,M,E13230,S105,T010,PT
